,growth_rate,birth_time,gen_time,v0,vf,lineage
280,0.013171396360054651,1.0,70.0,1.26073,2.9636,4.0
281,0.011498279447838683,72.0,97.0,1.4146,3.99776,4.0
282,0.013056382623789026,170.0,52.0,1.81905,3.46194,4.0
283,0.014364126875246701,223.0,67.0,1.57012,3.86478,4.0
284,0.012035527138695616,291.0,72.0,1.66386,3.78704,4.0
285,0.014919749505699676,364.0,60.0,1.6176,3.75035,4.0
286,0.01179596726686682,425.0,101.0,1.61626,4.9366,4.0
287,0.013330603293169901,527.0,49.0,2.52002,4.71977,4.0
288,0.012550917398956233,577.0,79.0,2.63438,6.88976,4.0
289,0.01333447818551509,657.0,30.0,3.03353,4.47384,4.0
290,0.010871129741004031,688.0,57.0,2.31785,4.17506,4.0
291,0.011565543261047286,746.0,63.0,2.00641,4.04047,4.0
292,0.0106710039790004,810.0,68.0,1.86918,3.72108,4.0
293,0.012475179544812484,879.0,74.0,1.68503,4.08044,4.0
294,0.012547395133541424,954.0,57.0,1.92995,3.84356,4.0
295,0.012950760618417507,1012.0,66.0,1.54706,3.4788,4.0
296,0.011146397627532504,1079.0,104.0,1.63742,4.86222,4.0
297,0.013454433493018005,1184.0,52.0,2.17342,4.28364,4.0
298,0.01354824809037471,1237.0,81.0,1.80531,5.22835,4.0
299,0.013282383876685476,1319.0,44.0,2.42469,4.16391,4.0
300,0.012188798440798189,1364.0,57.0,1.98924,3.89315,4.0
301,0.011168666866219786,1422.0,103.0,2.00965,6.04993,4.0
302,0.012636804818244179,1526.0,40.0,3.12989,5.09761,4.0
303,0.013115840007225606,1567.0,50.0,2.2501,4.18967,4.0
304,0.012502073359508276,1618.0,99.0,1.75136,5.61804,4.0
305,0.009663837680788594,1718.0,35.0,2.87386,4.00016,4.0
306,0.011656020809196798,1754.0,65.0,1.85465,3.7573,4.0
307,0.01212197099514994,1820.0,89.0,1.7095,4.65378,4.0
308,0.011610570435894326,1910.0,79.0,2.32247,5.58224,4.0
309,0.013336532711461103,1990.0,39.0,2.80073,4.65009,4.0
310,0.012949073549860204,2030.0,55.0,2.05371,4.02156,4.0
311,0.01098410938491184,2086.0,62.0,1.90335,3.63676,4.0
312,0.012920032886648917,2149.0,75.0,1.7568,4.419,4.0
313,0.011633017861330178,2225.0,72.0,2.03504,4.47204,4.0
314,0.012688211741477174,2298.0,52.0,2.12814,3.96494,4.0
315,0.011873315848666697,2351.0,71.0,1.70022,3.81324,4.0
316,0.012226308177158902,2423.0,75.0,1.80806,4.20267,4.0
317,0.016357150686637918,2499.0,48.0,1.81021,3.81457,4.0
318,0.010780259923293097,2548.0,102.0,1.74498,4.98737,4.0
319,0.011871869807381166,2651.0,68.0,2.19173,4.81219,4.0
320,0.010725549631667266,2720.0,52.0,2.2907,3.83914,4.0
321,0.011439677304367084,2773.0,69.0,1.65422,3.47753,4.0
322,0.01348560829665275,2843.0,73.0,1.5005,3.84685,4.0
323,0.011318468648256851,2917.0,121.0,1.58527,5.71951,4.0
324,0.012514768795873047,3039.0,41.0,2.80818,4.62056,4.0
325,0.0122595540025626,3081.0,67.0,2.41621,5.35535,4.0
326,0.011619719973923321,3149.0,119.0,2.5056,9.5092,4.0
327,0.011061820854375348,3269.0,22.0,5.16318,6.53995,4.0
328,0.014221288301403403,3292.0,46.0,3.0836,5.79045,4.0
329,0.015024838786201438,3339.0,34.0,2.8756,4.69014,4.0
330,0.014443102351322476,3374.0,52.0,1.93184,3.95377,4.0
331,0.011827607449179187,3427.0,56.0,1.91793,3.57533,4.0
332,0.010711428410913777,3484.0,67.0,1.67402,3.25417,4.0
333,0.013870081603624379,3552.0,78.0,1.36251,3.79731,4.0
334,0.013755016211140574,3631.0,56.0,1.71527,3.54177,4.0
335,0.012978202780275132,3688.0,78.0,1.49766,3.71349,4.0
336,0.012045745160412688,3767.0,78.0,1.66444,4.03056,4.0
337,0.012870924347878293,3846.0,80.0,2.09407,5.61592,4.0
338,0.012417268169910225,3927.0,45.0,2.73857,4.71596,4.0
339,0.012917564911438811,3973.0,45.0,2.33804,4.11003,4.0
340,0.01185011945504858,4019.0,55.0,2.13787,3.94148,4.0
